ID,Visitor_Team,V_Team_PTS,Home_Team,H_Team_PTS,True_Result,Predicted_Result,Confidence,Date,League_T
639,Villarreal,0,Atletico Madrid,0,0,1,0.455631612896,2017-04-26,primera-division
640,Malaga,0,Granada,0,0,2,0.451715745529,2017-04-26,primera-division
641,Celta Vigo,0,FC Sevilla,0,0,1,0.584296732322,2017-04-26,primera-division
642,Real Betis,0,Athletic Bilbao,0,0,1,0.551640772349,2017-04-26,primera-division
643,Real Madrid,0,Deportivo,0,0,2,0.609008348787,2017-04-26,primera-division
644,Eibar,0,Alaves,0,0,1,0.44997498259,2017-04-26,primera-division
645,Real Sociedad,0,Valencia,0,0,2,0.522337190194,2017-04-26,primera-division
646,FC Barcelona,0,Espanyol,0,0,2,0.457938184291,2017-04-30,primera-division
647,Valencia,0,Real Madrid,0,0,1,0.687120378199,2017-04-30,primera-division
648,Alaves,0,Real Betis,0,0,1,0.414404078789,2017-04-30,primera-division
649,Granada,0,Real Sociedad,0,0,1,0.641906734537,2017-04-30,primera-division
650,Athletic Bilbao,0,Celta Vigo,0,0,1,0.412834434853,2017-04-30,primera-division
651,Leganes,0,Eibar,0,0,1,0.550394771699,2017-04-30,primera-division
652,Atletico Madrid,0,Las Palmas,0,0,1,0.37243975938,2017-04-30,primera-division
653,Sporting Gijon,0,Villarreal,0,0,1,0.657754959978,2017-04-30,primera-division
654,Deportivo,0,Osasuna,0,0,2,0.418617521266,2017-04-30,primera-division
655,FC Sevilla,0,Malaga,0,0,2,0.457931027356,2017-04-30,primera-division
656,Celta Vigo,0,Malaga,0,0,1,0.478581531099,2017-05-07,primera-division
657,Osasuna,0,Valencia,0,0,1,0.536496793132,2017-05-07,primera-division
658,Espanyol,0,Deportivo,0,0,2,0.375924762195,2017-05-07,primera-division
659,Eibar,0,Atletico Madrid,0,0,1,0.54426002363,2017-05-07,primera-division
660,Athletic Bilbao,0,Alaves,0,0,1,0.42346447971,2017-05-07,primera-division
661,Real Sociedad,0,FC Sevilla,0,0,1,0.521401322638,2017-05-07,primera-division
662,Real Betis,0,Leganes,0,0,1,0.442985203109,2017-05-07,primera-division
663,Villarreal,0,FC Barcelona,0,0,1,0.522233336136,2017-05-07,primera-division
664,Las Palmas,0,Sporting Gijon,0,0,2,0.420979947887,2017-05-07,primera-division
665,Real Madrid,0,Granada,0,0,2,0.668644797347,2017-05-07,primera-division
666,Leganes,0,Athletic Bilbao,0,0,1,0.571457234438,2017-05-14,primera-division
667,Granada,0,Osasuna,0,0,1,0.438978054393,2017-05-14,primera-division
668,FC Sevilla,0,Real Madrid,0,0,1,0.555348808952,2017-05-14,primera-division
669,FC Barcelona,0,Las Palmas,0,0,2,0.47601893976,2017-05-14,primera-division
670,Sporting Gijon,0,Eibar,0,0,1,0.596874994905,2017-05-14,primera-division
671,Deportivo,0,Villarreal,0,0,1,0.615382146151,2017-05-14,primera-division
672,Valencia,0,Espanyol,0,0,1,0.589104715177,2017-05-14,primera-division
673,Malaga,0,Real Sociedad,0,0,1,0.534900621342,2017-05-14,primera-division
674,Atletico Madrid,0,Real Betis,0,0,2,0.434239297021,2017-05-14,primera-division
675,Celta Vigo,0,Alaves,0,0,1,0.475262800875,2017-05-14,primera-division
676,Eibar,0,FC Barcelona,0,0,1,0.59855322887,2017-05-21,primera-division
677,Villarreal,0,Valencia,0,0,2,0.522274178622,2017-05-21,primera-division
678,Espanyol,0,Granada,0,0,2,0.47690597727,2017-05-21,primera-division
679,Real Sociedad,0,Celta Vigo,0,0,2,0.415184468897,2017-05-21,primera-division
680,Osasuna,0,FC Sevilla,0,0,1,0.668329950634,2017-05-21,primera-division
681,Alaves,0,Leganes,0,0,1,0.389850122703,2017-05-21,primera-division
682,Athletic Bilbao,0,Atletico Madrid,0,0,1,0.519652121706,2017-05-21,primera-division
683,Real Betis,0,Sporting Gijon,0,0,1,0.38263988501,2017-05-21,primera-division
684,Las Palmas,0,Deportivo,0,0,1,0.393521881861,2017-05-21,primera-division
685,Real Madrid,0,Malaga,0,0,2,0.547297800203,2017-05-21,primera-division
686,Udinese,0,AS Roma,4,1,1,0.607466341775,2016-08-20,serie-a
687,Fiorentina,1,Juventus,2,1,1,0.61923791445,2016-08-20,serie-a
688,Torino,2,AC Milan,3,1,1,0.544450465603,2016-08-21,serie-a
689,Sampdoria,1,Empoli,0,2,2,0.422041604587,2016-08-21,serie-a
690,Cagliari,1,Genoa,3,1,1,0.494096981,2016-08-21,serie-a
691,Crotone,0,Bologna,1,1,1,0.604139084412,2016-08-21,serie-a
692,Sassuolo,1,Palermo,0,2,1,0.387478708542,2016-08-21,serie-a
693,Napoli,2,Pescara,2,0,2,0.626156569094,2016-08-21,serie-a
694,Inter Milan,0,Chievo,2,1,1,0.407590163454,2016-08-21,serie-a
695,Lazio Roma,4,Atalanta,3,2,1,0.427996604221,2016-08-21,serie-a
696,Juventus,1,Lazio Roma,0,2,2,0.409414289216,2016-08-27,serie-a
697,AC Milan,2,Napoli,4,1,1,0.47849435597,2016-08-27,serie-a
698,Palermo,1,Inter Milan,1,0,1,0.654671075094,2016-08-28,serie-a
699,Genoa,3,Crotone,1,2,2,0.467788878949,2016-08-28,serie-a
700,Empoli,0,Udinese,2,1,1,0.564327725116,2016-08-28,serie-a
701,Pescara,3,Sassuolo,0,2,1,0.530222949605,2016-08-28,serie-a
702,Bologna,1,Torino,5,1,1,0.536041606252,2016-08-28,serie-a
703,AS Roma,2,Cagliari,2,0,2,0.493478351719,2016-08-28,serie-a
704,Chievo,0,Fiorentina,1,1,1,0.502354012867,2016-08-28,serie-a
705,Atalanta,1,Sampdoria,2,1,2,0.388509856944,2016-08-28,serie-a
706,Sassuolo,1,Juventus,3,1,1,0.69518940779,2016-09-10,serie-a
707,Napoli,3,Palermo,0,2,2,0.612715648107,2016-09-10,serie-a
708,Cagliari,1,Bologna,2,1,1,0.475820334182,2016-09-11,serie-a
709,Torino,1,Atalanta,2,1,1,0.499196074423,2016-09-11,serie-a
710,Udinese,1,AC Milan,0,2,1,0.583169006749,2016-09-11,serie-a
711,Sampdoria,2,AS Roma,3,1,1,0.624871654149,2016-09-11,serie-a
712,Lazio Roma,1,Chievo,1,0,2,0.391883864653,2016-09-11,serie-a
713,Inter Milan,2,Pescara,1,2,2,0.567254860945,2016-09-11,serie-a
714,Crotone,1,Empoli,2,1,1,0.534087407785,2016-09-12,serie-a
715,AC Milan,1,Sampdoria,0,2,2,0.419756453214,2016-09-16,serie-a
716,Pescara,0,Lazio Roma,3,1,1,0.676204424969,2016-09-17,serie-a
717,Bologna,1,Napoli,3,1,1,0.604757255953,2016-09-17,serie-a
718,Chievo,2,Udinese,1,2,1,0.467502920283,2016-09-18,serie-a
719,Empoli,0,Torino,0,0,1,0.597029711881,2016-09-18,serie-a
720,Palermo,1,Crotone,1,0,1,0.471152008734,2016-09-18,serie-a
721,Atalanta,0,Cagliari,3,1,2,0.411395915834,2016-09-18,serie-a
722,Genoa,0,Sassuolo,2,1,1,0.367152178158,2016-09-18,serie-a
723,Juventus,1,Inter Milan,2,1,2,0.461822184644,2016-09-18,serie-a
724,AS Roma,0,Fiorentina,1,1,2,0.408924388645,2016-09-18,serie-a
725,Lazio Roma,0,AC Milan,2,1,1,0.475164361655,2016-09-20,serie-a
726,Sampdoria,0,Bologna,2,1,1,0.459507473201,2016-09-21,serie-a
727,Inter Milan,2,Empoli,0,2,2,0.514664580065,2016-09-21,serie-a
728,Cagliari,0,Juventus,4,1,1,0.659900497702,2016-09-21,serie-a
729,Fiorentina,2,Udinese,2,0,1,0.431034487818,2016-09-21,serie-a
730,Crotone,0,AS Roma,4,1,1,0.691898049536,2016-09-21,serie-a
731,Napoli,0,Genoa,0,0,2,0.453463445961,2016-09-21,serie-a
732,Torino,0,Pescara,0,0,2,0.54391828914,2016-09-21,serie-a
733,Sassuolo,1,Chievo,2,1,1,0.572286603904,2016-09-21,serie-a
734,Palermo,1,Atalanta,0,2,1,0.662958074866,2016-09-21,serie-a
735,Juventus,1,Palermo,0,2,2,0.678073757247,2016-09-24,serie-a
736,Chievo,0,Napoli,2,1,1,0.589811497181,2016-09-24,serie-a
737,AS Roma,1,Torino,3,1,2,0.406357628734,2016-09-25,serie-a
738,Udinese,0,Sassuolo,1,1,2,0.387098565012,2016-09-25,serie-a
739,Empoli,0,Lazio Roma,2,1,1,0.639515096348,2016-09-25,serie-a
740,Pescara,1,Genoa,1,0,1,0.611954077464,2016-09-25,serie-a
741,Bologna,1,Inter Milan,1,0,1,0.545179605526,2016-09-25,serie-a
742,AC Milan,0,Fiorentina,0,0,1,0.377403364465,2016-09-25,serie-a
743,Atalanta,3,Crotone,1,2,2,0.581140220875,2016-09-26,serie-a
744,Sampdoria,1,Cagliari,2,1,1,0.451303071748,2016-09-26,serie-a
745,Chievo,2,Pescara,0,2,2,0.505220526109,2016-10-01,serie-a
746,Lazio Roma,3,Udinese,0,2,2,0.39070888354,2016-10-01,serie-a
747,Juventus,3,Empoli,0,2,2,0.659908094414,2016-10-02,serie-a
748,Napoli,0,Atalanta,1,1,1,0.407732361143,2016-10-02,serie-a
749,Crotone,1,Cagliari,2,1,1,0.591398386113,2016-10-02,serie-a
750,Palermo,1,Sampdoria,1,0,1,0.607006884578,2016-10-02,serie-a
751,Genoa,1,Bologna,0,2,1,0.448904437202,2016-10-02,serie-a
752,Fiorentina,1,Torino,2,1,1,0.475938896905,2016-10-02,serie-a
753,Sassuolo,3,AC Milan,4,1,1,0.663093608806,2016-10-02,serie-a
754,Inter Milan,1,AS Roma,2,1,1,0.563379377768,2016-10-02,serie-a
755,AS Roma,3,Napoli,1,2,1,0.44293813686,2016-10-15,serie-a
756,Sampdoria,1,Pescara,1,0,2,0.484059840906,2016-10-15,serie-a
757,Udinese,1,Juventus,2,1,1,0.640415280727,2016-10-15,serie-a
758,Atalanta,0,Fiorentina,0,0,1,0.423973663937,2016-10-16,serie-a
759,Bologna,1,Lazio Roma,1,0,1,0.593660455235,2016-10-16,serie-a
760,Cagliari,2,Inter Milan,1,2,1,0.557062518498,2016-10-16,serie-a
761,Empoli,0,Genoa,0,0,1,0.55927823989,2016-10-16,serie-a
762,Crotone,1,Sassuolo,2,1,1,0.53202253698,2016-10-16,serie-a
763,AC Milan,3,Chievo,1,2,2,0.396954038321,2016-10-16,serie-a
764,Torino,4,Palermo,1,2,2,0.528644064922,2016-10-17,serie-a
765,Genoa,1,Sampdoria,2,1,1,0.45557955383,2016-10-22,serie-a
766,Juventus,0,AC Milan,1,1,2,0.404188913123,2016-10-22,serie-a
767,Pescara,1,Udinese,3,1,1,0.613968230438,2016-10-23,serie-a
768,Napoli,2,Crotone,1,2,2,0.619842198808,2016-10-23,serie-a
769,Inter Milan,1,Atalanta,2,1,1,0.486971159148,2016-10-23,serie-a
770,Fiorentina,5,Cagliari,3,2,1,0.389834950255,2016-10-23,serie-a
771,Chievo,0,Empoli,0,0,2,0.445348530962,2016-10-23,serie-a
772,Lazio Roma,2,Torino,2,0,1,0.393500186511,2016-10-23,serie-a
773,Sassuolo,1,Bologna,1,0,1,0.547721115305,2016-10-23,serie-a
774,Palermo,1,AS Roma,4,1,1,0.699585113605,2016-10-23,serie-a
775,AC Milan,0,Genoa,3,1,2,0.429553621108,2016-10-25,serie-a
776,Crotone,1,Fiorentina,1,0,1,0.637787211278,2016-10-26,serie-a
777,Bologna,1,Chievo,1,0,1,0.49532178102,2016-10-26,serie-a
778,Empoli,0,Napoli,2,1,1,0.645655336428,2016-10-26,serie-a
779,Cagliari,1,Lazio Roma,4,1,1,0.60609183869,2016-10-26,serie-a
780,Sampdoria,1,Juventus,4,1,1,0.654582033609,2016-10-26,serie-a
781,Atalanta,1,Pescara,0,2,2,0.587621889805,2016-10-26,serie-a
782,AS Roma,3,Sassuolo,1,2,2,0.554772892895,2016-10-26,serie-a
783,Torino,1,Inter Milan,2,1,1,0.480263766067,2016-10-26,serie-a
784,Udinese,3,Palermo,1,2,2,0.490776910748,2016-10-27,serie-a
785,Fiorentina,1,Bologna,0,2,1,0.397388028113,2016-10-29,serie-a
786,Napoli,1,Juventus,2,1,1,0.543897761796,2016-10-29,serie-a
787,Genoa,0,Atalanta,3,1,1,0.547827225925,2016-10-30,serie-a
788,Pescara,0,AC Milan,1,1,1,0.681342326732,2016-10-30,serie-a
789,AS Roma,0,Empoli,0,0,2,0.605261001609,2016-10-30,serie-a
790,Sassuolo,1,Lazio Roma,2,1,1,0.657072667396,2016-10-30,serie-a
791,Chievo,0,Crotone,2,1,2,0.498357783329,2016-10-30,serie-a
792,Inter Milan,0,Sampdoria,1,1,1,0.383508549688,2016-10-30,serie-a
793,Torino,2,Udinese,2,0,1,0.422346401925,2016-10-31,serie-a
794,Palermo,1,Cagliari,2,1,1,0.597722306964,2016-10-31,serie-a
795,Cagliari,1,Torino,5,1,1,0.546999328772,2016-11-05,serie-a
796,Lazio Roma,1,Napoli,1,0,1,0.48633497361,2016-11-05,serie-a
797,Empoli,4,Pescara,0,2,1,0.399565521176,2016-11-06,serie-a
798,Juventus,2,Chievo,1,2,2,0.528128905708,2016-11-06,serie-a
799,Atalanta,3,Sassuolo,0,2,2,0.48268694274,2016-11-06,serie-a
800,AC Milan,2,Palermo,1,2,2,0.593797431191,2016-11-06,serie-a
801,Udinese,1,Genoa,1,0,1,0.453819340019,2016-11-06,serie-a
802,Sampdoria,1,Fiorentina,1,0,1,0.525063065399,2016-11-06,serie-a
803,Crotone,0,Inter Milan,3,1,1,0.647361021865,2016-11-06,serie-a
804,Bologna,0,AS Roma,3,1,1,0.619521586192,2016-11-06,serie-a
805,Cagliari,0,Chievo,1,1,1,0.505720378332,2016-11-19,serie-a
806,Napoli,2,Udinese,1,2,2,0.419893637336,2016-11-19,serie-a
807,Pescara,0,Juventus,3,1,1,0.696255043364,2016-11-19,serie-a
808,Sassuolo,2,Sampdoria,3,1,1,0.551293441277,2016-11-20,serie-a
809,Genoa,1,Lazio Roma,3,1,1,0.58239488507,2016-11-20,serie-a
810,AS Roma,1,Atalanta,2,1,1,0.383294849768,2016-11-20,serie-a
811,Fiorentina,4,Empoli,0,2,2,0.486049465662,2016-11-20,serie-a
812,Torino,2,Crotone,0,2,2,0.537103671295,2016-11-20,serie-a
813,Palermo,1,Bologna,3,1,1,0.609795879184,2016-11-20,serie-a
814,Inter Milan,2,AC Milan,2,0,1,0.532986509925,2016-11-20,serie-a
815,Chievo,1,Torino,2,1,1,0.51099049288,2016-11-26,serie-a
816,AC Milan,4,Empoli,1,2,2,0.563534510505,2016-11-26,serie-a
817,Lazio Roma,1,Palermo,0,2,2,0.591153088026,2016-11-27,serie-a
818,Juventus,1,Genoa,3,1,2,0.556030053377,2016-11-27,serie-a
819,Sampdoria,1,Crotone,1,0,2,0.47718485623,2016-11-27,serie-a
820,Atalanta,2,Bologna,0,2,2,0.427029477269,2016-11-27,serie-a
821,Udinese,1,Cagliari,2,1,1,0.426665026852,2016-11-27,serie-a
822,Pescara,2,AS Roma,3,1,1,0.687605407703,2016-11-27,serie-a
823,Sassuolo,1,Napoli,1,0,1,0.665126516833,2016-11-28,serie-a
824,Fiorentina,2,Inter Milan,4,1,1,0.489043007778,2016-11-28,serie-a
825,Inter Milan,0,Napoli,3,1,1,0.542480646362,2016-12-02,serie-a
826,Atalanta,1,Juventus,3,1,1,0.592486789255,2016-12-03,serie-a
827,Crotone,1,AC Milan,2,1,1,0.68536767841,2016-12-04,serie-a
828,Torino,0,Sampdoria,2,1,1,0.397873169045,2016-12-04,serie-a
829,Empoli,0,Sassuolo,3,1,1,0.468966693689,2016-12-04,serie-a
830,Cagliari,1,Pescara,1,0,2,0.46204717945,2016-12-04,serie-a
831,AS Roma,2,Lazio Roma,0,2,1,0.422406815997,2016-12-04,serie-a
832,Palermo,1,Fiorentina,2,1,1,0.644790173389,2016-12-04,serie-a
833,Genoa,0,Chievo,0,0,1,0.478962519063,2016-12-05,serie-a
834,Bologna,0,Udinese,1,1,1,0.495483886882,2016-12-05,serie-a
835,Pescara,1,Crotone,2,1,1,0.466770892305,2016-12-10,serie-a
836,Lazio Roma,2,Sampdoria,1,2,2,0.414865542786,2016-12-10,serie-a
837,Napoli,5,Cagliari,0,2,2,0.466093093612,2016-12-11,serie-a
838,Udinese,3,Atalanta,1,2,1,0.540227325616,2016-12-11,serie-a
839,Empoli,0,Bologna,0,0,1,0.546224971513,2016-12-11,serie-a
840,Chievo,2,Palermo,0,2,2,0.489544700155,2016-12-11,serie-a
841,Juventus,3,Torino,1,2,2,0.488633833824,2016-12-11,serie-a
842,Genoa,0,Inter Milan,2,1,1,0.531601364111,2016-12-11,serie-a
843,Sassuolo,1,Fiorentina,2,1,1,0.600363025457,2016-12-12,serie-a
844,AC Milan,0,AS Roma,1,1,1,0.501384248973,2016-12-12,serie-a
845,Fiorentina,0,Genoa,1,1,1,0.416771429695,2016-12-15,serie-a
846,Cagliari,0,Empoli,2,1,2,0.399079972172,2016-12-17,serie-a
847,Atalanta,0,AC Milan,0,0,1,0.513903446674,2016-12-17,serie-a
848,AS Roma,0,Juventus,1,1,1,0.523061132274,2016-12-17,serie-a
849,Inter Milan,1,Sassuolo,0,2,2,0.457566913466,2016-12-18,serie-a
850,Crotone,0,Udinese,2,1,1,0.617048518176,2016-12-18,serie-a
851,Sampdoria,1,Chievo,2,1,1,0.490916464401,2016-12-18,serie-a
852,Torino,3,Napoli,5,1,1,0.552867857025,2016-12-18,serie-a
853,Bologna,3,Pescara,0,2,2,0.446601362874,2016-12-18,serie-a
854,Palermo,4,Genoa,3,2,1,0.620819832191,2016-12-18,serie-a
855,Fiorentina,1,Lazio Roma,3,1,1,0.545378087056,2016-12-18,serie-a
856,Empoli,1,Atalanta,2,1,1,0.611611711179,2016-12-20,serie-a
857,Lazio Roma,0,Inter Milan,3,1,1,0.407715495718,2016-12-21,serie-a
858,Pescara,1,Palermo,1,0,1,0.462372967292,2016-12-22,serie-a
859,Napoli,3,Fiorentina,3,0,2,0.37926285638,2016-12-22,serie-a
860,Genoa,0,Torino,1,1,1,0.521223838229,2016-12-22,serie-a
861,Sassuolo,3,Cagliari,4,1,1,0.538065373173,2016-12-22,serie-a
862,Chievo,1,AS Roma,3,1,1,0.607337646301,2016-12-22,serie-a
863,Udinese,0,Sampdoria,0,0,1,0.442940462973,2016-12-22,serie-a
864,Palermo,0,Empoli,0,0,1,0.538228158143,2017-01-07,serie-a
865,Sampdoria,0,Napoli,0,0,1,0.608488405087,2017-01-07,serie-a
866,Inter Milan,0,Udinese,0,0,1,0.407997321922,2017-01-08,serie-a
867,Crotone,0,Lazio Roma,0,0,1,0.680202435372,2017-01-08,serie-a
868,Atalanta,0,Chievo,0,0,1,0.386796703644,2017-01-08,serie-a
869,Fiorentina,0,Pescara,0,0,2,0.542023687969,2017-01-08,serie-a
870,Torino,0,Sassuolo,0,0,2,0.429670228633,2017-01-08,serie-a
871,AS Roma,0,Genoa,0,0,2,0.481488767255,2017-01-08,serie-a
872,Cagliari,0,AC Milan,0,0,1,0.612883287838,2017-01-08,serie-a
873,Bologna,0,Juventus,0,0,1,0.645052302997,2017-01-08,serie-a
874,Bologna,0,Crotone,0,0,2,0.439575202198,2017-01-14,serie-a
875,Chievo,0,Inter Milan,0,0,1,0.522793301889,2017-01-14,serie-a
876,Genoa,0,Cagliari,0,0,1,0.440009824316,2017-01-15,serie-a
877,Empoli,0,Sampdoria,0,0,1,0.54532567538,2017-01-15,serie-a
878,Atalanta,0,Lazio Roma,0,0,1,0.506042054369,2017-01-15,serie-a
879,Palermo,0,Sassuolo,0,0,1,0.537639790322,2017-01-15,serie-a
880,Pescara,0,Napoli,0,0,1,0.679937095236,2017-01-15,serie-a
881,AS Roma,0,Udinese,0,0,2,0.448780031791,2017-01-15,serie-a
882,Juventus,0,Fiorentina,0,0,2,0.490888633001,2017-01-15,serie-a
883,AC Milan,0,Torino,0,0,1,0.385805546013,2017-01-16,serie-a
884,Fiorentina,0,Chievo,0,0,1,0.430675415544,2017-01-21,serie-a
885,Napoli,0,AC Milan,0,0,1,0.455204918238,2017-01-21,serie-a
886,Lazio Roma,0,Juventus,0,0,1,0.558522235655,2017-01-22,serie-a
887,Udinese,0,Empoli,0,0,2,0.446551641702,2017-01-22,serie-a
888,Torino,0,Bologna,0,0,1,0.38902524448,2017-01-22,serie-a
889,Crotone,0,Genoa,0,0,1,0.614700655015,2017-01-22,serie-a
890,Inter Milan,0,Palermo,0,0,2,0.55274211544,2017-01-22,serie-a
891,Sassuolo,0,Pescara,0,0,1,0.389881642781,2017-01-22,serie-a
892,Sampdoria,0,Atalanta,0,0,1,0.561272092091,2017-01-22,serie-a
893,Cagliari,0,AS Roma,0,0,1,0.632999965033,2017-01-22,serie-a
894,Bologna,0,Cagliari,0,0,1,0.457612399529,2017-01-28,serie-a
895,Genoa,0,Fiorentina,0,0,1,0.512569484207,2017-01-28,serie-a
896,Chievo,0,Lazio Roma,0,0,1,0.575923671637,2017-01-28,serie-a
897,Pescara,0,Inter Milan,0,0,1,0.643698422401,2017-01-28,serie-a
898,Atalanta,0,Torino,0,0,1,0.43253074811,2017-01-29,serie-a
899,AC Milan,0,Udinese,0,0,2,0.395773707395,2017-01-29,serie-a
900,Empoli,0,Crotone,0,0,1,0.399677034164,2017-01-29,serie-a
901,Juventus,0,Sassuolo,0,0,2,0.616042750545,2017-01-29,serie-a
902,AS Roma,0,Sampdoria,0,0,2,0.471800149306,2017-01-29,serie-a
903,Palermo,0,Napoli,0,0,1,0.691632931753,2017-01-29,serie-a
904,Napoli,0,Bologna,0,0,2,0.481580521903,2017-02-04,serie-a
905,Sampdoria,0,AC Milan,0,0,1,0.602760494986,2017-02-05,serie-a
906,Torino,0,Empoli,0,0,2,0.48859173972,2017-02-05,serie-a
907,Udinese,0,Chievo,0,0,1,0.466941428512,2017-02-05,serie-a
908,Sassuolo,0,Genoa,0,0,1,0.563692332332,2017-02-05,serie-a
909,Lazio Roma,0,Pescara,0,0,2,0.605100552653,2017-02-05,serie-a
910,Cagliari,0,Atalanta,0,0,1,0.572737131623,2017-02-05,serie-a
911,Crotone,0,Palermo,0,0,1,0.462955215285,2017-02-05,serie-a
912,Inter Milan,0,Juventus,0,0,1,0.60598806093,2017-02-05,serie-a
913,Fiorentina,0,AS Roma,0,0,1,0.580806763725,2017-02-07,serie-a
914,Juventus,0,Crotone,0,0,2,0.683881524286,2017-02-08,serie-a
915,AC Milan,0,Bologna,0,0,2,0.458125500757,2017-02-08,serie-a
916,Genoa,0,Napoli,0,0,1,0.594816744686,2017-02-10,serie-a
917,Udinese,0,Fiorentina,0,0,1,0.502161369311,2017-02-11,serie-a
918,AS Roma,0,Crotone,0,0,2,0.637538206914,2017-02-12,serie-a
919,Atalanta,0,Palermo,0,0,2,0.573650184114,2017-02-12,serie-a
920,Pescara,0,Torino,0,0,1,0.641780639013,2017-02-12,serie-a
921,Empoli,0,Inter Milan,0,0,1,0.60128808282,2017-02-12,serie-a
922,Chievo,0,Sassuolo,0,0,2,0.38593143766,2017-02-12,serie-a
923,Bologna,0,Sampdoria,0,0,1,0.4725302656,2017-02-12,serie-a
924,Juventus,0,Cagliari,0,0,2,0.56609580437,2017-02-12,serie-a
925,AC Milan,0,Lazio Roma,0,0,1,0.459293573245,2017-02-13,serie-a
926,Palermo,0,Juventus,0,0,1,0.708889963936,2017-02-17,serie-a
927,Crotone,0,Atalanta,0,0,1,0.655434713155,2017-02-18,serie-a
928,Lazio Roma,0,Empoli,0,0,2,0.559959575486,2017-02-18,serie-a
929,Inter Milan,0,Bologna,0,0,2,0.400193874343,2017-02-19,serie-a
930,Cagliari,0,Sampdoria,0,0,1,0.48257976584,2017-02-19,serie-a
931,Napoli,0,Chievo,0,0,2,0.42110119582,2017-02-19,serie-a
932,Sassuolo,0,Udinese,0,0,1,0.572294380112,2017-02-19,serie-a
933,Genoa,0,Pescara,0,0,2,0.4747809973,2017-02-19,serie-a
934,Torino,0,AS Roma,0,0,1,0.572533906515,2017-02-19,serie-a
935,Fiorentina,0,AC Milan,0,0,1,0.552954496982,2017-02-19,serie-a
936,Pescara,0,Chievo,0,0,1,0.614191593872,2017-02-26,serie-a
937,Empoli,0,Juventus,0,0,1,0.66954512112,2017-02-26,serie-a
938,Udinese,0,Lazio Roma,0,0,1,0.575927622425,2017-02-26,serie-a
939,Cagliari,0,Crotone,0,0,2,0.455177299985,2017-02-26,serie-a
940,Torino,0,Fiorentina,0,0,1,0.458476868418,2017-02-26,serie-a
941,Bologna,0,Genoa,0,0,1,0.484766616575,2017-02-26,serie-a
942,Sampdoria,0,Palermo,0,0,2,0.468172595876,2017-02-26,serie-a
943,AS Roma,0,Inter Milan,0,0,2,0.377601998751,2017-02-26,serie-a
944,AC Milan,0,Sassuolo,0,0,2,0.509232219635,2017-02-26,serie-a
945,Atalanta,0,Napoli,0,0,1,0.524340376476,2017-02-26,serie-a
946,Sassuolo,0,Crotone,0,0,1,0.390576625544,2017-03-05,serie-a
947,Palermo,0,Torino,0,0,1,0.652124649816,2017-03-05,serie-a
948,Fiorentina,0,Atalanta,0,0,1,0.507959226352,2017-03-05,serie-a
949,Pescara,0,Sampdoria,0,0,1,0.597602281078,2017-03-05,serie-a
950,Genoa,0,Empoli,0,0,2,0.413109395261,2017-03-05,serie-a
951,Chievo,0,AC Milan,0,0,1,0.583151681949,2017-03-05,serie-a
952,Juventus,0,Udinese,0,0,2,0.52690337802,2017-03-05,serie-a
953,Napoli,0,AS Roma,0,0,1,0.490965088383,2017-03-05,serie-a
954,Lazio Roma,0,Bologna,0,0,2,0.453350089363,2017-03-05,serie-a
955,Inter Milan,0,Cagliari,0,0,2,0.384336007566,2017-03-05,serie-a
956,Sampdoria,0,Genoa,0,0,1,0.478404758477,2017-03-12,serie-a
957,Cagliari,0,Fiorentina,0,0,1,0.538550664937,2017-03-12,serie-a
958,Bologna,0,Sassuolo,0,0,1,0.38517296334,2017-03-12,serie-a
959,Atalanta,0,Inter Milan,0,0,1,0.446942016612,2017-03-12,serie-a
960,AS Roma,0,Palermo,0,0,2,0.630763747881,2017-03-12,serie-a
961,AC Milan,0,Juventus,0,0,1,0.551273891884,2017-03-12,serie-a
962,Empoli,0,Chievo,0,0,1,0.564411954973,2017-03-12,serie-a
963,Crotone,0,Napoli,0,0,1,0.684085457058,2017-03-12,serie-a
964,Udinese,0,Pescara,0,0,2,0.506446396587,2017-03-12,serie-a
965,Torino,0,Lazio Roma,0,0,1,0.536833997665,2017-03-12,serie-a
966,Juventus,0,Sampdoria,0,0,2,0.54689226309,2017-03-19,serie-a
