ID,Visitor_Team,V_Team_PTS,Home_Team,H_Team_PTS,True_Result,Predicted_Result,Confidence,Date,League_T
1496,Marseille,0,Paris SG,0,0,1,0.590206025964,2016-10-23,ligue-1
1497,Paris SG,1,Lille,0,2,2,0.611647968469,2016-10-28,ligue-1
1498,Lyon,2,Toulouse,1,2,1,0.443085617747,2016-10-29,ligue-1
1499,Dijon,0,Bastia,0,0,1,0.42609372645,2016-10-29,ligue-1
1500,Monaco,1,Saint-Etienne,1,0,2,0.464663519435,2016-10-29,ligue-1
1501,Caen,0,Nancy,2,1,1,0.463291033694,2016-10-29,ligue-1
1502,Angers,0,Guingamp,1,1,1,0.515215720406,2016-10-29,ligue-1
1503,Montpellier,2,Lorient,2,0,2,0.443384877012,2016-10-29,ligue-1
1504,Nantes,1,Nice,4,1,1,0.639726237548,2016-10-30,ligue-1
1505,Metz,0,Rennes,1,1,1,0.513927405223,2016-10-30,ligue-1
1506,Bordeaux,0,Marseille,0,0,1,0.424641761283,2016-10-30,ligue-1
1507,Marseille,1,Montpellier,3,1,1,0.434274513117,2016-11-04,ligue-1
1508,Nancy,0,Monaco,6,1,1,0.628383377277,2016-11-05,ligue-1
1509,Lille,0,Angers,1,1,1,0.576442301612,2016-11-05,ligue-1
1510,Bastia,1,Lyon,2,1,1,0.567244332191,2016-11-05,ligue-1
1511,Lorient,1,Bordeaux,2,1,1,0.621951660754,2016-11-05,ligue-1
1512,Guingamp,3,Dijon,3,0,2,0.422879670472,2016-11-05,ligue-1
1513,Toulouse,1,Nantes,1,0,2,0.401522099558,2016-11-05,ligue-1
1514,Nice,0,Caen,1,1,2,0.609885665167,2016-11-06,ligue-1
1515,Saint-Etienne,0,Metz,0,0,1,0.434453137452,2016-11-06,ligue-1
1516,Rennes,0,Paris SG,4,1,1,0.560901382443,2016-11-06,ligue-1
1517,Monaco,3,Lorient,0,2,2,0.64153645661,2016-11-18,ligue-1
1518,Lyon,1,Lille,0,2,2,0.493801300239,2016-11-18,ligue-1
1519,Nantes,0,Paris SG,2,1,1,0.626890983882,2016-11-19,ligue-1
1520,Angers,1,Rennes,1,0,1,0.501838123346,2016-11-19,ligue-1
1521,Montpellier,1,Bastia,1,0,1,0.424426623161,2016-11-19,ligue-1
1522,Dijon,0,Nancy,1,1,1,0.424572638313,2016-11-19,ligue-1
1523,Metz,2,Toulouse,1,2,1,0.500231916,2016-11-19,ligue-1
1524,Bordeaux,1,Guingamp,1,0,1,0.482228963905,2016-11-20,ligue-1
1525,Caen,0,Marseille,1,1,1,0.530211037553,2016-11-20,ligue-1
1526,Nice,1,Saint-Etienne,0,2,2,0.516154406934,2016-11-20,ligue-1
1527,Toulouse,0,Rennes,0,0,1,0.483003807786,2016-11-25,ligue-1
1528,Marseille,0,Monaco,0,0,1,0.599723512115,2016-11-26,ligue-1
1529,Dijon,0,Bordeaux,0,0,1,0.534204387478,2016-11-26,ligue-1
1530,Lille,0,Nantes,0,0,1,0.502341257901,2016-11-26,ligue-1
1531,Nancy,0,Montpellier,0,0,1,0.504685046012,2016-11-26,ligue-1
1532,Guingamp,0,Caen,0,0,2,0.459629308384,2016-11-26,ligue-1
1533,Lorient,0,Metz,0,0,1,0.593992691686,2016-11-26,ligue-1
1534,Saint-Etienne,0,Angers,0,0,1,0.449321754235,2016-11-27,ligue-1
1535,Bastia,0,Nice,0,0,1,0.632090659205,2016-11-27,ligue-1
1536,Paris SG,0,Lyon,0,0,2,0.413347270819,2016-11-27,ligue-1
1537,Caen,0,Lille,0,0,1,0.42101615282,2016-11-29,ligue-1
1538,Rennes,0,Lorient,0,0,2,0.52830614742,2016-11-29,ligue-1
1539,Monaco,0,Dijon,0,0,2,0.538214315217,2016-11-29,ligue-1
1540,Montpellier,0,Toulouse,0,0,1,0.524193242275,2016-11-30,ligue-1
1541,Marseille,0,Saint-Etienne,0,0,1,0.490475061544,2016-11-30,ligue-1
1542,Lyon,0,Nantes,0,0,2,0.451520997454,2016-11-30,ligue-1
1543,Nice,0,Guingamp,0,0,2,0.446523421081,2016-11-30,ligue-1
1544,Bordeaux,0,Bastia,0,0,2,0.423600415536,2016-11-30,ligue-1
1545,Metz,0,Nancy,0,0,1,0.40021365696,2016-11-30,ligue-1
1546,Angers,0,Paris SG,0,0,1,0.581094032942,2016-11-30,ligue-1
1547,Dijon,0,Caen,0,0,1,0.428665637223,2016-12-02,ligue-1
1548,Paris SG,0,Montpellier,0,0,2,0.51851657889,2016-12-03,ligue-1
1549,Lorient,0,Angers,0,0,1,0.601549903898,2016-12-03,ligue-1
1550,Lyon,0,Metz,0,0,1,0.405513107575,2016-12-03,ligue-1
1551,Nantes,0,Guingamp,0,0,1,0.581857700077,2016-12-03,ligue-1
1552,Bastia,0,Monaco,0,0,1,0.630048060181,2016-12-03,ligue-1
1553,Lille,0,Bordeaux,0,0,1,0.601433974147,2016-12-03,ligue-1
1554,Saint-Etienne,0,Rennes,0,0,1,0.484849238663,2016-12-04,ligue-1
1555,Nancy,0,Marseille,0,0,1,0.532373872671,2016-12-04,ligue-1
1556,Toulouse,0,Nice,0,0,1,0.590516318561,2016-12-04,ligue-1
1557,Marseille,0,Dijon,0,0,1,0.432376389375,2016-12-09,ligue-1
1558,Monaco,0,Bordeaux,0,0,2,0.431954955931,2016-12-10,ligue-1
1559,Lorient,0,Toulouse,0,0,1,0.612539175531,2016-12-10,ligue-1
1560,Caen,0,Nantes,0,0,1,0.457324277802,2016-12-10,ligue-1
1561,Angers,0,Nancy,0,0,1,0.384749267222,2016-12-10,ligue-1
1562,Metz,0,Bastia,0,0,1,0.401963853014,2016-12-10,ligue-1
1563,Montpellier,0,Lille,0,0,2,0.385215701884,2016-12-10,ligue-1
1564,Rennes,0,Lyon,0,0,1,0.473474339033,2016-12-11,ligue-1
1565,Guingamp,0,Saint-Etienne,0,0,1,0.429241431959,2016-12-11,ligue-1
1566,Nice,0,Paris SG,0,0,1,0.432167724528,2016-12-11,ligue-1
1567,Nantes,0,Angers,0,0,1,0.547386235486,2016-12-16,ligue-1
1568,Paris SG,0,Guingamp,0,0,2,0.401004705266,2016-12-17,ligue-1
1569,Metz,0,Caen,0,0,1,0.404527366028,2016-12-17,ligue-1
1570,Saint-Etienne,0,Lorient,0,0,2,0.488976448657,2016-12-17,ligue-1
1571,Nancy,0,Toulouse,0,0,1,0.555446058239,2016-12-17,ligue-1
1572,Bastia,0,Rennes,0,0,1,0.56556227164,2016-12-17,ligue-1
1573,Bordeaux,0,Montpellier,0,0,1,0.391648030142,2016-12-17,ligue-1
1574,Dijon,0,Nice,0,0,1,0.61116526728,2016-12-18,ligue-1
1575,Lille,0,Marseille,0,0,1,0.568373070148,2016-12-18,ligue-1
1576,Lyon,0,Monaco,0,0,1,0.56689046302,2016-12-18,ligue-1
1577,Toulouse,0,Dijon,0,0,1,0.40641394479,2016-12-21,ligue-1
1578,Angers,0,Lyon,0,0,1,0.50652442539,2016-12-21,ligue-1
1579,Guingamp,0,Metz,0,0,1,0.395016150843,2016-12-21,ligue-1
1580,Rennes,0,Lille,0,0,2,0.476420345747,2016-12-21,ligue-1
1581,Montpellier,0,Nantes,0,0,1,0.417584854666,2016-12-21,ligue-1
1582,Nice,0,Bordeaux,0,0,2,0.486101710759,2016-12-21,ligue-1
1583,Nancy,0,Saint-Etienne,0,0,1,0.555234024028,2016-12-21,ligue-1
1584,Marseille,0,Bastia,0,0,1,0.390436241814,2016-12-21,ligue-1
1585,Lorient,0,Paris SG,0,0,1,0.649655133815,2016-12-21,ligue-1
1586,Caen,0,Monaco,0,0,1,0.629265325535,2016-12-21,ligue-1
1587,Saint-Etienne,0,Lille,0,0,2,0.43354510611,2017-01-14,ligue-1
1588,Lyon,0,Caen,0,0,2,0.447608891948,2017-01-14,ligue-1
1589,Dijon,0,Montpellier,0,0,1,0.465685457538,2017-01-14,ligue-1
1590,Metz,0,Nice,0,0,1,0.604819870256,2017-01-14,ligue-1
1591,Monaco,0,Marseille,0,0,2,0.4718579256,2017-01-14,ligue-1
1592,Nantes,0,Toulouse,0,0,1,0.56321835464,2017-01-14,ligue-1
1593,Bastia,0,Nancy,0,0,1,0.465987604608,2017-01-14,ligue-1
1594,Bordeaux,0,Angers,0,0,1,0.429464755092,2017-01-14,ligue-1
1595,Guingamp,0,Lorient,0,0,2,0.554618271646,2017-01-14,ligue-1
1596,Paris SG,0,Rennes,0,0,2,0.431726797684,2017-01-14,ligue-1
1597,Lorient,0,Monaco,0,0,1,0.660937290251,2017-01-21,ligue-1
1598,Marseille,0,Lyon,0,0,1,0.513443104863,2017-01-21,ligue-1
1599,Nice,0,Bastia,0,0,2,0.61212997141,2017-01-21,ligue-1
1600,Montpellier,0,Metz,0,0,1,0.491053103497,2017-01-21,ligue-1
1601,Rennes,0,Guingamp,0,0,1,0.483058277063,2017-01-21,ligue-1
1602,Toulouse,0,Bordeaux,0,0,1,0.483628104081,2017-01-21,ligue-1
1603,Nancy,0,Caen,0,0,1,0.47099767468,2017-01-21,ligue-1
1604,Paris SG,0,Nantes,0,0,2,0.579594358399,2017-01-21,ligue-1
1605,Lille,0,Dijon,0,0,1,0.547885670208,2017-01-21,ligue-1
1606,Angers,0,Saint-Etienne,0,0,1,0.484862301639,2017-01-21,ligue-1
1607,Lille,0,Lyon,0,0,1,0.598619889596,2017-01-28,ligue-1
1608,Dijon,0,Lorient,0,0,2,0.410387643942,2017-01-28,ligue-1
1609,Monaco,0,Paris SG,0,0,1,0.460966773467,2017-01-28,ligue-1
1610,Bordeaux,0,Nancy,0,0,2,0.429507183571,2017-01-28,ligue-1
1611,Caen,0,Bastia,0,0,1,0.464564857705,2017-01-28,ligue-1
1612,Nantes,0,Rennes,0,0,1,0.573384743247,2017-01-28,ligue-1
1613,Saint-Etienne,0,Toulouse,0,0,1,0.469647082975,2017-01-28,ligue-1
1614,Metz,0,Angers,0,0,1,0.481188630959,2017-01-28,ligue-1
1615,Montpellier,0,Marseille,0,0,1,0.499049070344,2017-01-28,ligue-1
1616,Guingamp,0,Nice,0,0,1,0.576316198864,2017-01-28,ligue-1
1617,Nice,0,Monaco,0,0,1,0.437325928938,2017-02-04,ligue-1
1618,Lyon,0,Saint-Etienne,0,0,1,0.439688365909,2017-02-04,ligue-1
1619,Marseille,0,Metz,0,0,1,0.457619083215,2017-02-04,ligue-1
1620,Lorient,0,Lille,0,0,1,0.504541818788,2017-02-04,ligue-1
1621,Caen,0,Guingamp,0,0,1,0.572507101634,2017-02-04,ligue-1
1622,Nancy,0,Nantes,0,0,1,0.461060512668,2017-02-04,ligue-1
1623,Angers,0,Toulouse,0,0,1,0.487111034326,2017-02-04,ligue-1
1624,Paris SG,0,Dijon,0,0,2,0.546938799201,2017-02-04,ligue-1
1625,Bastia,0,Montpellier,0,0,1,0.504199056863,2017-02-04,ligue-1
1626,Rennes,0,Bordeaux,0,0,1,0.467310626509,2017-02-04,ligue-1
1627,Dijon,0,Metz,0,0,1,0.489730643997,2017-02-08,ligue-1
1628,Saint-Etienne,0,Nice,0,0,1,0.588503790561,2017-02-08,ligue-1
1629,Lille,0,Paris SG,0,0,1,0.641392579887,2017-02-08,ligue-1
1630,Guingamp,0,Marseille,0,0,1,0.406798545002,2017-02-08,ligue-1
1631,Monaco,0,Montpellier,0,0,2,0.50879811503,2017-02-08,ligue-1
1632,Nantes,0,Bastia,0,0,1,0.474461147375,2017-02-08,ligue-1
1633,Rennes,0,Angers,0,0,1,0.429098687239,2017-02-08,ligue-1
1634,Nancy,0,Lyon,0,0,1,0.566659882542,2017-02-08,ligue-1
1635,Toulouse,0,Lorient,0,0,2,0.500575129187,2017-02-08,ligue-1
1636,Bordeaux,0,Caen,0,0,2,0.418562198351,2017-02-08,ligue-1
1637,Bastia,0,Toulouse,0,0,1,0.555561586422,2017-02-11,ligue-1
1638,Paris SG,0,Bordeaux,0,0,2,0.442386261093,2017-02-11,ligue-1
1639,Marseille,0,Nantes,0,0,1,0.383821580899,2017-02-11,ligue-1
1640,Lorient,0,Saint-Etienne,0,0,1,0.614057218423,2017-02-11,ligue-1
1641,Metz,0,Monaco,0,0,1,0.597273726851,2017-02-11,ligue-1
1642,Nice,0,Rennes,0,0,2,0.476152748536,2017-02-11,ligue-1
1643,Caen,0,Dijon,0,0,1,0.504732758192,2017-02-11,ligue-1
1644,Angers,0,Lille,0,0,2,0.416706708439,2017-02-11,ligue-1
1645,Lyon,0,Guingamp,0,0,1,0.477066762351,2017-02-11,ligue-1
1646,Montpellier,0,Nancy,0,0,1,0.422631848406,2017-02-11,ligue-1
1647,Lille,0,Caen,0,0,1,0.51233044273,2017-02-18,ligue-1
1648,Rennes,0,Marseille,0,0,1,0.424532088644,2017-02-18,ligue-1
1649,Dijon,0,Lyon,0,0,1,0.534830911745,2017-02-18,ligue-1
1650,Nantes,0,Metz,0,0,1,0.535844338863,2017-02-18,ligue-1
1651,Saint-Etienne,0,Montpellier,0,0,1,0.411329303104,2017-02-18,ligue-1
1652,Nancy,0,Angers,0,0,1,0.539945757582,2017-02-18,ligue-1
1653,Nice,0,Lorient,0,0,2,0.672915426318,2017-02-18,ligue-1
1654,Monaco,0,Bastia,0,0,2,0.571933813627,2017-02-18,ligue-1
1655,Toulouse,0,Paris SG,0,0,1,0.569414709671,2017-02-18,ligue-1
1656,Guingamp,0,Bordeaux,0,0,1,0.450014702839,2017-02-18,ligue-1
1657,Metz,0,Lyon,0,0,1,0.517937360524,2017-02-25,ligue-1
1658,Dijon,0,Nantes,0,0,1,0.418929374017,2017-02-25,ligue-1
1659,Caen,0,Saint-Etienne,0,0,1,0.553063252858,2017-02-25,ligue-1
1660,Lorient,0,Rennes,0,0,1,0.617785940303,2017-02-25,ligue-1
1661,Bastia,0,Angers,0,0,1,0.539767631147,2017-02-25,ligue-1
1662,Paris SG,0,Marseille,0,0,2,0.48205163132,2017-02-25,ligue-1
1663,Montpellier,0,Nice,0,0,1,0.626620371751,2017-02-25,ligue-1
1664,Monaco,0,Guingamp,0,0,2,0.390077944389,2017-02-25,ligue-1
1665,Bordeaux,0,Lille,0,0,2,0.466109513469,2017-02-25,ligue-1
1666,Toulouse,0,Nancy,0,0,2,0.408439213952,2017-02-25,ligue-1
1667,Lyon,0,Bordeaux,0,0,1,0.460296439614,2017-03-04,ligue-1
1668,Rennes,0,Metz,0,0,1,0.413531909506,2017-03-04,ligue-1
1669,Nancy,0,Paris SG,0,0,1,0.617475918078,2017-03-04,ligue-1
1670,Guingamp,0,Montpellier,0,0,2,0.390236384567,2017-03-04,ligue-1
1671,Angers,0,Caen,0,0,1,0.389139980352,2017-03-04,ligue-1
1672,Nantes,0,Monaco,0,0,1,0.63764541226,2017-03-04,ligue-1
1673,Marseille,0,Lorient,0,0,2,0.482261540609,2017-03-04,ligue-1
1674,Lille,0,Toulouse,0,0,1,0.590142821007,2017-03-04,ligue-1
1675,Saint-Etienne,0,Bastia,0,0,2,0.389879235792,2017-03-04,ligue-1
1676,Nice,0,Dijon,0,0,2,0.582346965554,2017-03-04,ligue-1
1677,Nantes,0,Montpellier,0,0,1,0.511832610433,2017-03-11,ligue-1
1678,Lille,0,Nancy,0,0,1,0.508862120443,2017-03-11,ligue-1
1679,Toulouse,0,Lyon,0,0,1,0.488456759312,2017-03-11,ligue-1
1680,Angers,0,Marseille,0,0,1,0.461583271204,2017-03-11,ligue-1
1681,Bastia,0,Guingamp,0,0,1,0.574004787256,2017-03-11,ligue-1
1682,Paris SG,0,Lorient,0,0,2,0.648664133484,2017-03-11,ligue-1
1683,Bordeaux,0,Monaco,0,0,1,0.567001674169,2017-03-11,ligue-1
1684,Metz,0,Saint-Etienne,0,0,1,0.498402036089,2017-03-11,ligue-1
1685,Dijon,0,Rennes,0,0,1,0.531982632686,2017-03-11,ligue-1
1686,Caen,0,Nice,0,0,1,0.631659514716,2017-03-11,ligue-1
1687,Lorient,0,Nancy,0,0,1,0.54391550747,2017-03-18,ligue-1
1688,Bastia,0,Metz,0,0,1,0.528292546879,2017-03-18,ligue-1
1689,Marseille,0,Lille,0,0,2,0.426086145638,2017-03-18,ligue-1
1690,Monaco,0,Caen,0,0,2,0.568923190626,2017-03-18,ligue-1
1691,Nice,0,Nantes,0,0,2,0.611473829448,2017-03-18,ligue-1
1692,Lyon,0,Paris SG,0,0,1,0.55857126744,2017-03-18,ligue-1
1693,Guingamp,0,Angers,0,0,1,0.410892472313,2017-03-18,ligue-1
1694,Rennes,0,Toulouse,0,0,1,0.450418595108,2017-03-18,ligue-1
1695,Saint-Etienne,0,Dijon,0,0,1,0.409861657418,2017-03-18,ligue-1
1696,Montpellier,0,Bordeaux,0,0,1,0.539334368012,2017-03-18,ligue-1
1697,Bordeaux,0,Nice,0,0,1,0.580476259573,2017-04-02,ligue-1
1698,Lille,0,Bastia,0,0,1,0.509727143026,2017-04-02,ligue-1
1699,Dijon,0,Marseille,0,0,1,0.495716476906,2017-04-02,ligue-1
1700,Nancy,0,Guingamp,0,0,1,0.573309523485,2017-04-02,ligue-1
1701,Paris SG,0,Metz,0,0,2,0.513468230888,2017-04-02,ligue-1
1702,Toulouse,0,Montpellier,0,0,1,0.408428993533,2017-04-02,ligue-1
1703,Angers,0,Nantes,0,0,1,0.379923604678,2017-04-02,ligue-1
1704,Saint-Etienne,0,Monaco,0,0,1,0.577865073059,2017-04-02,ligue-1
1705,Lyon,0,Rennes,0,0,1,0.460507076977,2017-04-02,ligue-1
1706,Caen,0,Lorient,0,0,1,0.380608655315,2017-04-02,ligue-1
1707,Rennes,0,Nancy,0,0,2,0.440217874065,2017-04-08,ligue-1
1708,Metz,0,Bordeaux,0,0,1,0.515370545014,2017-04-08,ligue-1
1709,Monaco,0,Angers,0,0,2,0.481145918027,2017-04-08,ligue-1
1710,Nantes,0,Saint-Etienne,0,0,1,0.562778807785,2017-04-08,ligue-1
1711,Marseille,0,Toulouse,0,0,1,0.493012669976,2017-04-08,ligue-1
1712,Guingamp,0,Paris SG,0,0,1,0.550863515671,2017-04-08,ligue-1
1713,Lorient,0,Lyon,0,0,1,0.61681075435,2017-04-08,ligue-1
1714,Montpellier,0,Caen,0,0,1,0.427200861392,2017-04-08,ligue-1
1715,Nice,0,Lille,0,0,2,0.639969257839,2017-04-08,ligue-1
1716,Bastia,0,Dijon,0,0,1,0.507369508905,2017-04-08,ligue-1
1717,Nancy,0,Nice,0,0,1,0.630139794904,2017-04-15,ligue-1
1718,Paris SG,0,Angers,0,0,2,0.49104068004,2017-04-15,ligue-1
1719,Lyon,0,Bastia,0,0,2,0.452336839647,2017-04-15,ligue-1
1720,Caen,0,Metz,0,0,1,0.525909932869,2017-04-15,ligue-1
1721,Toulouse,0,Guingamp,0,0,1,0.497627675688,2017-04-15,ligue-1
1722,Bordeaux,0,Nantes,0,0,2,0.422582846732,2017-04-15,ligue-1
1723,Lorient,0,Montpellier,0,0,1,0.570743736833,2017-04-15,ligue-1
1724,Dijon,0,Monaco,0,0,1,0.606477385594,2017-04-15,ligue-1
1725,Lille,0,Rennes,0,0,1,0.598132774576,2017-04-15,ligue-1
1726,Saint-Etienne,0,Marseille,0,0,1,0.443900479286,2017-04-15,ligue-1
1727,Marseille,0,Nancy,0,0,1,0.388473410783,2017-04-22,ligue-1
1728,Monaco,0,Lyon,0,0,2,0.402438235555,2017-04-22,ligue-1
1729,Rennes,0,Saint-Etienne,0,0,1,0.447285645546,2017-04-22,ligue-1
1730,Angers,0,Dijon,0,0,1,0.428096597442,2017-04-22,ligue-1
1731,Metz,0,Lorient,0,0,2,0.44965344669,2017-04-22,ligue-1
1732,Guingamp,0,Lille,0,0,2,0.505042631834,2017-04-22,ligue-1
1733,Nantes,0,Caen,0,0,1,0.477177290461,2017-04-22,ligue-1
1734,Montpellier,0,Paris SG,0,0,1,0.609628880991,2017-04-22,ligue-1
1735,Nice,0,Toulouse,0,0,2,0.50517557851,2017-04-22,ligue-1
1736,Bastia,0,Bordeaux,0,0,1,0.568331225141,2017-04-22,ligue-1
1737,Lille,0,Montpellier,0,0,1,0.542846961204,2017-04-29,ligue-1
1738,Bordeaux,0,Dijon,0,0,1,0.389245655693,2017-04-29,ligue-1
1739,Nancy,0,Metz,0,0,1,0.528714508469,2017-04-29,ligue-1
1740,Rennes,0,Bastia,0,0,2,0.434365653029,2017-04-29,ligue-1
1741,Saint-Etienne,0,Guingamp,0,0,1,0.49890756346,2017-04-29,ligue-1
1742,Marseille,0,Caen,0,0,1,0.393043803295,2017-04-29,ligue-1
1743,Lorient,0,Nantes,0,0,1,0.536614666301,2017-04-29,ligue-1
1744,Toulouse,0,Monaco,0,0,1,0.578794792073,2017-04-29,ligue-1
1745,Lyon,0,Angers,0,0,1,0.42135957397,2017-04-29,ligue-1
1746,Paris SG,0,Nice,0,0,1,0.500890854749,2017-04-29,ligue-1
1747,Metz,0,Lille,0,0,2,0.392430013546,2017-05-06,ligue-1
1748,Nice,0,Marseille,0,0,2,0.522763542783,2017-05-06,ligue-1
1749,Nantes,0,Lyon,0,0,1,0.575118650763,2017-05-06,ligue-1
1750,Monaco,0,Nancy,0,0,2,0.577245467216,2017-05-06,ligue-1
1751,Angers,0,Lorient,0,0,2,0.472986307212,2017-05-06,ligue-1
1752,Montpellier,0,Rennes,0,0,1,0.538000823311,2017-05-06,ligue-1
1753,Bordeaux,0,Saint-Etienne,0,0,1,0.447622392462,2017-05-06,ligue-1
1754,Caen,0,Toulouse,0,0,1,0.553537012828,2017-05-06,ligue-1
1755,Bastia,0,Paris SG,0,0,1,0.61916722419,2017-05-06,ligue-1
1756,Dijon,0,Guingamp,0,0,1,0.542416367164,2017-05-06,ligue-1
1757,Rennes,0,Caen,0,0,2,0.429461275112,2017-05-13,ligue-1
1758,Angers,0,Nice,0,0,1,0.600221180061,2017-05-13,ligue-1
1759,Lyon,0,Montpellier,0,0,1,0.38366810518,2017-05-13,ligue-1
1760,Marseille,0,Bordeaux,0,0,1,0.509150321598,2017-05-13,ligue-1
1761,Paris SG,0,Saint-Etienne,0,0,2,0.474615103078,2017-05-13,ligue-1
1762,Lille,0,Monaco,0,0,1,0.652398951651,2017-05-13,ligue-1
1763,Nancy,0,Dijon,0,0,1,0.508188897172,2017-05-13,ligue-1
1764,Lorient,0,Bastia,0,0,1,0.54420172571,2017-05-13,ligue-1
1765,Guingamp,0,Nantes,0,0,2,0.463411988963,2017-05-13,ligue-1
1766,Toulouse,0,Metz,0,0,1,0.431348206135,2017-05-13,ligue-1
1767,Saint-Etienne,0,Nancy,0,0,2,0.39578257665,2017-05-20,ligue-1
1768,Nice,0,Lyon,0,0,2,0.458424300228,2017-05-20,ligue-1
1769,Bastia,0,Marseille,0,0,1,0.532282250925,2017-05-20,ligue-1
1770,Metz,0,Guingamp,0,0,1,0.526201360881,2017-05-20,ligue-1
1771,Nantes,0,Lille,0,0,1,0.430690230059,2017-05-20,ligue-1
1772,Monaco,0,Rennes,0,0,2,0.421012509175,2017-05-20,ligue-1
1773,Montpellier,0,Angers,0,0,1,0.505126478296,2017-05-20,ligue-1
1774,Dijon,0,Toulouse,0,0,1,0.520148054094,2017-05-20,ligue-1
1775,Caen,0,Paris SG,0,0,1,0.6185134421,2017-05-20,ligue-1
1776,Bordeaux,0,Lorient,0,0,2,0.519023092574,2017-05-20,ligue-1
