,Team,Season_Yr,WP,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS_Perc,O_eFG_Perc,O_TOV_Perc,ORB_Perc,O_FT_per_FGA,D_eFG_Perc,D_TOV_Perc,DRB_Perc,D_FT_per_FGA
326,Washington Bullets,1993,0.28,-7.04,0.55,-6.49,103.6,110.8,97.7,0.298,0.082,0.523,0.48,14.2,28.8,0.223,0.51,13.6,67.1,0.219
327,Minnesota Timberwolves,1993,0.256,-7.78,0.16,-7.62,103.6,111.8,93.8,0.344,0.087,0.535,0.479,15.9,28.7,0.275,0.503,13.5,66.3,0.269
328,Dallas Mavericks,1993,0.122,-15.2,0.52,-14.68,99.5,114.7,99.5,0.299,0.115,0.495,0.455,15.1,31.1,0.21,0.519,13.5,68.1,0.347
330,Seattle SuperSonics,1994,0.78,9.09,-0.41,8.68,111.1,101.5,95.1,0.344,0.105,0.547,0.501,13.7,34.4,0.256,0.479,18.2,67.3,0.272
331,New York Knicks,1994,0.732,6.99,-0.5,6.48,105.7,98.2,92.8,0.311,0.135,0.527,0.483,15.1,34.4,0.232,0.451,16.0,71.4,0.261
332,San Antonio Spurs,1994,0.683,5.26,-0.21,5.05,110.4,104.6,90.1,0.322,0.107,0.537,0.494,13.6,35.6,0.239,0.467,11.7,70.5,0.196
333,Atlanta Hawks,1994,0.683,5.27,-0.33,4.94,107.2,101.7,94.2,0.294,0.118,0.523,0.48,13.6,34.6,0.221,0.475,16.0,67.7,0.185
334,Phoenix Suns,1994,0.659,4.84,-0.17,4.68,111.7,106.8,96.7,0.325,0.147,0.548,0.509,13.9,35.2,0.236,0.493,13.5,69.3,0.202
335,Houston Rockets,1994,0.646,4.32,-0.12,4.19,105.9,101.4,95.0,0.294,0.191,0.545,0.507,15.0,27.6,0.218,0.458,13.3,69.7,0.192
336,Utah Jazz,1994,0.646,4.22,-0.12,4.1,108.6,104.1,93.1,0.354,0.083,0.537,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.267
337,Orlando Magic,1994,0.634,3.89,-0.21,3.68,110.8,106.7,95.2,0.341,0.165,0.547,0.514,14.4,33.8,0.231,0.479,13.3,66.3,0.214
338,Cleveland Cavaliers,1994,0.634,4.02,-0.39,3.64,109.4,105.1,91.7,0.335,0.121,0.537,0.487,12.8,31.8,0.258,0.484,14.5,69.0,0.215
339,Indiana Pacers,1994,0.622,3.45,-0.19,3.26,107.8,104.2,93.3,0.366,0.077,0.547,0.5,16.0,34.4,0.27,0.471,14.9,68.0,0.267
340,Chicago Bulls,1994,0.61,3.09,-0.22,2.87,106.1,102.7,91.9,0.273,0.097,0.526,0.493,14.6,33.8,0.192,0.482,15.3,70.8,0.225
341,Portland Trail Blazers,1994,0.585,2.63,-0.04,2.6,108.1,105.5,98.8,0.323,0.104,0.518,0.472,12.5,34.4,0.24,0.49,14.8,70.8,0.235
342,Miami Heat,1994,0.585,2.67,-0.27,2.4,109.5,106.7,93.8,0.322,0.145,0.538,0.488,14.3,35.3,0.253,0.479,14.5,69.1,0.284
343,New Jersey Nets,1994,0.573,2.2,-0.08,2.11,107.2,104.9,95.5,0.351,0.096,0.515,0.461,12.7,34.0,0.267,0.475,13.5,69.1,0.212
344,Golden State Warriors,1994,0.561,1.74,0.01,1.76,108.3,106.5,99.1,0.322,0.12,0.542,0.512,14.9,32.9,0.214,0.488,14.7,64.4,0.21
345,Denver Nuggets,1994,0.549,1.49,0.05,1.54,103.9,102.3,96.1,0.357,0.088,0.524,0.478,15.3,32.2,0.256,0.453,13.4,69.6,0.252
346,Charlotte Hornets,1994,0.488,-0.22,-0.01,-0.23,108.4,108.6,97.5,0.301,0.129,0.543,0.5,13.6,29.2,0.23,0.492,13.2,67.0,0.205
347,Los Angeles Lakers,1994,0.354,-4.29,0.36,-3.93,104.8,109.3,95.5,0.269,0.11,0.503,0.466,12.8,33.2,0.193,0.492,14.3,63.2,0.24
348,Boston Celtics,1994,0.354,-4.28,0.01,-4.28,104.2,108.7,95.6,0.284,0.068,0.521,0.482,13.5,29.3,0.207,0.494,13.7,67.8,0.238
349,Los Angeles Clippers,1994,0.317,-5.72,0.44,-5.28,102.9,108.6,99.6,0.297,0.116,0.521,0.484,15.4,30.4,0.211,0.494,14.0,64.1,0.213
350,Sacramento Kings,1994,0.317,-5.77,0.44,-5.32,103.3,109.2,97.5,0.326,0.104,0.516,0.471,14.2,30.4,0.239,0.499,14.2,66.4,0.252
351,Milwaukee Bucks,1994,0.293,-6.48,0.24,-6.24,102.5,109.3,94.5,0.32,0.15,0.512,0.471,14.7,31.1,0.225,0.513,15.7,66.5,0.254
352,Minnesota Timberwolves,1994,0.28,-6.93,0.38,-6.55,101.9,109.2,94.7,0.352,0.085,0.525,0.471,16.4,30.1,0.272,0.488,12.8,68.0,0.259
353,Washington Bullets,1994,0.268,-7.38,0.25,-7.13,104.5,112.2,95.9,0.317,0.109,0.529,0.484,15.3,31.2,0.237,0.526,14.0,66.2,0.206
354,Philadelphia 76ers,1994,0.256,-7.62,0.25,-7.37,101.7,109.7,95.7,0.31,0.138,0.518,0.478,15.0,28.0,0.221,0.502,12.8,66.6,0.177
355,Detroit Pistons,1994,0.256,-7.78,0.33,-7.46,102.7,110.9,94.2,0.244,0.148,0.511,0.477,13.7,28.4,0.179,0.493,12.8,66.1,0.262
356,Dallas Mavericks,1994,0.232,-8.7,0.5,-8.19,100.4,109.6,94.5,0.275,0.109,0.492,0.449,15.0,33.7,0.205,0.513,15.8,66.1,0.283
358,Seattle SuperSonics,1995,0.744,8.18,-0.27,7.91,114.8,106.3,95.5,0.38,0.194,0.575,0.527,14.1,32.6,0.288,0.492,16.1,68.7,0.278
359,Utah Jazz,1995,0.744,7.99,-0.23,7.76,114.3,105.7,92.6,0.392,0.126,0.587,0.535,14.8,29.1,0.306,0.496,15.5,72.5,0.292
360,Orlando Magic,1995,0.72,7.06,-0.62,6.44,115.1,107.8,95.1,0.357,0.205,0.569,0.539,14.0,34.0,0.239,0.49,13.3,68.4,0.22
361,San Antonio Spurs,1995,0.695,5.96,-0.06,5.9,111.7,105.4,94.6,0.372,0.173,0.562,0.516,13.8,30.9,0.275,0.485,13.0,72.3,0.214
362,Chicago Bulls,1995,0.659,4.83,-0.51,4.32,109.5,104.3,92.0,0.308,0.177,0.546,0.509,14.5,32.9,0.224,0.488,16.7,68.2,0.263
363,Phoenix Suns,1995,0.622,3.88,-0.02,3.86,114.5,110.4,95.9,0.338,0.227,0.567,0.524,12.7,29.7,0.255,0.515,14.0,69.8,0.228
364,Portland Trail Blazers,1995,0.634,3.82,-0.02,3.8,109.7,105.7,93.8,0.313,0.177,0.521,0.483,13.0,37.1,0.218,0.491,14.8,73.5,0.277
365,Indiana Pacers,1995,0.634,3.7,-0.34,3.35,109.6,105.6,90.0,0.383,0.158,0.557,0.507,15.5,32.8,0.287,0.493,15.8,68.6,0.237
366,Charlotte Hornets,1995,0.61,3.28,-0.41,2.87,109.6,106.1,91.2,0.317,0.219,0.562,0.517,14.3,26.0,0.247,0.485,13.8,68.5,0.202
367,New York Knicks,1995,0.61,3.11,-0.33,2.78,107.2,103.8,91.2,0.331,0.226,0.55,0.508,15.1,28.6,0.243,0.468,14.4,70.8,0.281
368,Houston Rockets,1995,0.573,2.12,0.2,2.32,109.7,107.4,94.2,0.31,0.267,0.568,0.529,15.0,26.9,0.232,0.489,13.9,67.7,0.199
369,Atlanta Hawks,1995,0.549,1.28,-0.22,1.06,106.6,105.2,89.8,0.292,0.237,0.525,0.487,13.9,31.6,0.211,0.495,15.6,68.4,0.215
370,Denver Nuggets,1995,0.524,0.84,0.11,0.96,109.1,108.2,91.5,0.357,0.18,0.556,0.511,15.6,32.0,0.263,0.487,13.2,70.2,0.257
371,Cleveland Cavaliers,1995,0.524,0.62,-0.07,0.55,105.3,104.6,84.8,0.317,0.165,0.52,0.472,14.2,31.8,0.241,0.493,15.0,72.4,0.224
372,Los Angeles Lakers,1995,0.488,-0.22,0.21,-0.01,109.1,109.4,95.2,0.292,0.21,0.539,0.5,13.4,31.3,0.215,0.5,14.8,64.4,0.224
373,Sacramento Kings,1995,0.463,-1.0,0.26,-0.74,105.5,106.5,92.3,0.359,0.16,0.538,0.496,16.2,32.1,0.255,0.481,15.0,67.0,0.28
374,Miami Heat,1995,0.439,-1.63,-0.21,-1.85,108.2,109.9,92.9,0.317,0.175,0.54,0.499,14.4,31.7,0.233,0.51,14.9,68.7,0.264
375,Boston Celtics,1995,0.439,-1.88,-0.04,-1.92,108.6,110.6,94.0,0.331,0.144,0.537,0.491,14.3,33.1,0.249,0.512,13.6,68.6,0.235
376,Dallas Mavericks,1995,0.402,-2.9,0.51,-2.39,107.6,110.6,94.7,0.301,0.163,0.509,0.466,13.9,38.9,0.221,0.519,13.7,69.8,0.208
377,New Jersey Nets,1995,0.39,-3.13,-0.14,-3.28,105.2,108.6,92.3,0.342,0.192,0.519,0.467,14.4,33.3,0.26,0.493,12.4,70.9,0.217
378,Milwaukee Bucks,1995,0.354,-4.37,0.07,-4.3,106.2,110.9,92.7,0.343,0.205,0.537,0.496,15.5,31.3,0.244,0.53,15.3,68.3,0.23
379,Golden State Warriors,1995,0.329,-5.41,0.51,-4.9,106.7,112.2,97.9,0.348,0.233,0.547,0.508,15.9,30.3,0.245,0.522,13.9,66.5,0.216
380,Philadelphia 76ers,1995,0.329,-5.07,0.01,-5.06,104.1,109.7,91.0,0.323,0.142,0.521,0.475,15.3,32.3,0.238,0.5,14.6,66.1,0.235
381,Washington Bullets,1995,0.317,-5.6,0.04,-5.56,105.4,111.3,94.5,0.292,0.183,0.529,0.492,14.3,29.3,0.211,0.512,14.9,66.7,0.262
382,Detroit Pistons,1995,0.268,-7.29,0.21,-7.08,105.1,112.9,93.2,0.293,0.21,0.538,0.499,15.0,28.3,0.217,0.51,14.2,65.8,0.299
383,Minnesota Timberwolves,1995,0.22,-9.0,0.78,-8.22,102.6,112.4,91.4,0.379,0.163,0.532,0.475,16.2,27.7,0.293,0.51,14.8,64.1,0.28
384,Los Angeles Clippers,1995,0.22,-9.16,0.73,-8.43,101.5,111.1,94.3,0.302,0.153,0.508,0.468,14.6,29.6,0.214,0.526,16.6,65.7,0.29
386,Chicago Bulls,1996,0.854,12.24,-0.44,11.8,115.2,101.8,91.1,0.291,0.196,0.555,0.517,13.1,36.9,0.217,0.482,16.1,71.1,0.222
387,Seattle SuperSonics,1996,0.744,7.79,-0.4,7.4,110.3,102.1,93.8,0.379,0.249,0.574,0.526,16.2,29.7,0.288,0.479,16.7,69.5,0.252
388,Utah Jazz,1996,0.72,6.59,-0.34,6.25,113.3,106.1,90.0,0.359,0.158,0.566,0.517,14.1,31.6,0.276,0.489,15.1,71.7,0.295
389,San Antonio Spurs,1996,0.707,6.3,-0.33,5.98,110.2,103.5,93.3,0.342,0.2,0.558,0.516,13.6,27.5,0.252,0.472,13.9,70.0,0.216
390,Orlando Magic,1996,0.683,5.56,-0.16,5.4,112.9,106.9,91.8,0.336,0.248,0.562,0.529,13.2,29.0,0.232,0.491,14.0,68.8,0.223
391,Los Angeles Lakers,1996,0.646,4.45,-0.24,4.21,111.4,106.6,92.4,0.306,0.203,0.555,0.515,13.3,30.1,0.228,0.491,14.9,66.8,0.205
392,Indiana Pacers,1996,0.61,3.24,-0.14,3.11,110.8,107.2,89.3,0.389,0.157,0.56,0.509,15.5,33.0,0.294,0.491,14.7,69.3,0.271
393,Cleveland Cavaliers,1996,0.598,2.59,-0.09,2.49,109.9,106.7,82.3,0.296,0.264,0.551,0.51,13.7,28.6,0.226,0.506,16.3,70.2,0.242
394,Detroit Pistons,1996,0.598,2.5,-0.05,2.45,107.9,105.1,87.7,0.36,0.221,0.551,0.504,14.6,28.0,0.271,0.483,13.7,71.7,0.229
395,New York Knicks,1996,0.585,2.32,-0.08,2.24,106.0,103.5,91.0,0.306,0.201,0.55,0.509,14.9,25.5,0.232,0.476,14.8,71.1,0.251
396,Portland Trail Blazers,1996,0.585,2.35,-0.14,2.21,106.0,103.5,92.6,0.347,0.203,0.528,0.494,15.2,33.4,0.23,0.478,13.5,73.4,0.236
397,Houston Rockets,1996,0.561,1.74,-0.12,1.63,109.3,107.4,93.2,0.317,0.265,0.555,0.512,14.1,26.9,0.243,0.495,13.6,68.6,0.206
398,Miami Heat,1996,0.549,1.43,0.03,1.46,105.3,103.8,91.1,0.345,0.23,0.541,0.501,16.0,30.1,0.245,0.469,14.8,71.8,0.298
399,Atlanta Hawks,1996,0.549,1.22,0.07,1.29,109.4,108.0,89.6,0.302,0.239,0.534,0.49,14.0,34.0,0.229,0.512,16.3,67.1,0.217
400,Washington Bullets,1996,0.537,1.06,-0.07,0.99,108.7,107.6,93.7,0.314,0.183,0.558,0.521,15.0,28.2,0.228,0.489,15.0,67.8,0.274
401,Phoenix Suns,1996,0.512,0.33,-0.05,0.28,110.3,110.0,93.2,0.37,0.147,0.551,0.498,13.5,29.8,0.286,0.511,13.3,71.4,0.225
402,Charlotte Hornets,1996,0.476,-0.57,0.09,-0.48,111.2,111.8,91.6,0.32,0.23,0.558,0.514,14.1,29.5,0.246,0.529,13.9,70.3,0.217
403,Golden State Warriors,1996,0.451,-1.45,0.03,-1.42,108.4,109.9,93.4,0.349,0.179,0.539,0.489,14.8,33.9,0.265,0.51,15.2,67.2,0.232
404,Denver Nuggets,1996,0.402,-2.71,0.09,-2.62,105.2,108.1,92.2,0.326,0.172,0.526,0.481,14.2,30.7,0.242,0.492,12.8,72.7,0.237
405,Sacramento Kings,1996,0.402,-2.71,0.09,-2.62,106.2,109.1,93.4,0.371,0.184,0.54,0.493,16.0,32.5,0.271,0.498,15.1,69.0,0.302
406,Boston Celtics,1996,0.39,-3.4,0.03,-3.37,106.4,109.9,96.2,0.329,0.209,0.534,0.494,14.1,28.8,0.235,0.511,14.3,70.0,0.258
407,Los Angeles Clippers,1996,0.378,-3.6,0.13,-3.46,106.5,110.3,93.2,0.3,0.208,0.544,0.511,15.3,29.3,0.21,0.512,15.2,67.9,0.282
408,New Jersey Nets,1996,0.354,-4.23,0.09,-4.14,101.9,106.5,90.9,0.332,0.111,0.497,0.445,15.1,36.4,0.248,0.495,14.5,70.9,0.223
409,Dallas Mavericks,1996,0.341,-4.9,0.19,-4.71,106.1,111.2,95.4,0.266,0.274,0.507,0.47,13.3,34.1,0.192,0.526,14.7,68.6,0.222
410,Milwaukee Bucks,1996,0.317,-5.3,0.38,-4.92,105.6,111.5,90.2,0.295,0.163,0.534,0.495,15.0,29.7,0.218,0.52,14.1,68.4,0.248
411,Minnesota Timberwolves,1996,0.317,-5.35,0.22,-5.14,104.1,109.8,93.5,0.357,0.132,0.535,0.48,16.0,29.8,0.277,0.509,15.0,68.7,0.267
412,Toronto Raptors,1996,0.256,-7.51,0.31,-7.2,103.8,111.8,93.2,0.296,0.177,0.536,0.499,17.2,32.0,0.214,0.514,14.7,66.8,0.272
413,Philadelphia 76ers,1996,0.195,-10.0,0.55,-9.45,102.2,113.0,92.2,0.353,0.224,0.522,0.474,16.0,29.4,0.259,0.522,14.4,65.0,0.217
414,Vancouver Grizzlies,1996,0.183,-9.98,0.43,-9.55,97.6,108.5,91.0,0.308,0.174,0.5,0.456,15.5,27.3,0.223,0.51,16.1,66.3,0.241
416,Chicago Bulls,1997,0.829,10.8,-0.11,10.7,114.4,102.4,90.0,0.267,0.203,0.547,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196
417,Utah Jazz,1997,0.78,8.79,-0.82,7.97,113.6,104.0,90.0,0.389,0.145,0.581,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29
418,Seattle SuperSonics,1997,0.756,7.68,-0.77,6.91,111.2,102.7,90.3,0.358,0.247,0.557,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242
419,Miami Heat,1997,0.695,5.49,0.07,5.56,106.8,100.6,88.2,0.324,0.299,0.546,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248
420,Atlanta Hawks,1997,0.695,5.44,0.08,5.52,108.5,102.3,86.8,0.31,0.291,0.542,0.498,14.6,31.5,0.236,0.472,15.0,69.2,0.191
421,Detroit Pistons,1997,0.695,5.24,0.2,5.45,110.6,104.4,84.5,0.327,0.246,0.554,0.512,13.0,27.5,0.244,0.487,14.6,70.4,0.197
422,Houston Rockets,1997,0.659,4.48,-0.62,3.85,108.8,104.0,91.6,0.307,0.284,0.56,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19
423,Los Angeles Lakers,1997,0.646,4.27,-0.61,3.66,108.3,103.7,91.1,0.351,0.226,0.535,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231
424,Portland Trail Blazers,1997,0.646,4.17,-0.61,3.56,107.9,103.3,90.9,0.35,0.217,0.544,0.503,15.4,32.5,0.249,0.471,14.3,72.4,0.268
425,New York Knicks,1997,0.61,3.12,0.18,3.31,104.4,101.0,90.5,0.34,0.208,0.546,0.501,17.0,30.5,0.255,0.463,15.4,73.4,0.279
426,Cleveland Cavaliers,1997,0.573,1.84,0.47,2.32,104.6,102.4,82.9,0.297,0.215,0.531,0.493,15.0,29.4,0.215,0.482,16.8,71.9,0.281
427,Charlotte Hornets,1997,0.561,1.87,0.26,2.13,110.9,108.9,88.6,0.313,0.218,0.562,0.518,14.3,28.7,0.243,0.496,13.3,68.1,0.204
428,Washington Bullets,1997,0.561,1.62,0.15,1.77,106.6,104.9,92.4,0.296,0.15,0.54,0.505,14.6,30.2,0.21,0.491,15.3,70.3,0.226
429,Indiana Pacers,1997,0.537,0.98,0.52,1.49,105.8,104.7,89.0,0.374,0.181,0.537,0.49,15.5,31.3,0.27,0.48,15.0,70.4,0.258
430,Phoenix Suns,1997,0.524,0.66,-0.45,0.21,109.3,108.6,93.2,0.317,0.213,0.552,0.508,13.4,27.1,0.241,0.507,14.4,69.4,0.215
431,Orlando Magic,1997,0.488,-0.35,0.28,-0.07,105.6,106.0,88.3,0.304,0.256,0.524,0.481,14.5,30.9,0.227,0.495,15.3,67.3,0.211
432,Milwaukee Bucks,1997,0.427,-1.89,0.51,-1.38,106.2,108.3,89.5,0.334,0.146,0.541,0.496,15.1,29.7,0.248,0.501,14.1,69.9,0.253
433,Minnesota Timberwolves,1997,0.451,-1.48,-0.35,-1.82,105.5,107.1,90.7,0.339,0.17,0.533,0.485,14.4,28.8,0.254,0.486,14.6,68.3,0.252
434,Toronto Raptors,1997,0.39,-3.12,0.57,-2.56,104.6,108.0,90.6,0.303,0.245,0.521,0.481,15.2,32.5,0.218,0.504,15.3,68.6,0.258
435,Los Angeles Clippers,1997,0.415,-2.35,-0.31,-2.66,105.1,107.6,91.3,0.31,0.2,0.524,0.482,14.7,30.8,0.227,0.499,15.5,68.1,0.269
436,Sacramento Kings,1997,0.378,-3.38,-0.26,-3.64,105.0,108.7,91.0,0.313,0.16,0.526,0.485,15.0,32.0,0.226,0.495,14.3,68.5,0.264
437,New Jersey Nets,1997,0.341,-4.56,0.67,-3.89,104.7,109.7,92.4,0.286,0.193,0.499,0.456,13.9,36.4,0.212,0.503,14.1,69.0,0.244
438,Golden State Warriors,1997,0.341,-4.71,-0.2,-4.9,107.2,112.2,91.9,0.332,0.208,0.543,0.493,15.8,32.3,0.258,0.518,14.4,67.5,0.234
439,Philadelphia 76ers,1997,0.293,-6.54,0.65,-5.89,104.6,111.4,95.3,0.358,0.198,0.518,0.47,15.3,34.1,0.259,0.51,13.8,66.5,0.222
440,Denver Nuggets,1997,0.293,-6.28,-0.12,-6.4,104.5,111.2,92.4,0.298,0.256,0.53,0.486,15.2,28.8,0.227,0.501,11.8,69.3,0.206
441,Dallas Mavericks,1997,0.28,-6.35,-0.12,-6.47,101.1,108.2,89.0,0.297,0.204,0.509,0.469,15.4,30.0,0.213,0.5,14.9,67.3,0.229
442,Boston Celtics,1997,0.268,-7.33,0.71,-6.62,103.9,111.4,95.8,0.316,0.191,0.52,0.474,14.5,29.4,0.237,0.539,15.8,68.5,0.243
443,San Antonio Spurs,1997,0.232,-7.88,-0.05,-7.93,103.3,112.3,87.3,0.302,0.185,0.512,0.472,14.7,32.4,0.217,0.514,14.0,67.0,0.236
444,Vancouver Grizzlies,1997,0.183,-10.23,0.06,-10.17,100.3,111.8,88.4,0.269,0.197,0.507,0.471,15.3,29.7,0.191,0.51,14.4,64.1,0.224
446,Chicago Bulls,1998,0.744,7.11,0.13,7.24,107.7,99.8,89.0,0.295,0.141,0.516,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
447,Los Angeles Lakers,1998,0.744,7.74,-0.87,6.88,111.9,103.7,93.6,0.42,0.216,0.559,0.519,14.0,31.6,0.285,0.467,14.1,68.8,0.245
448,Seattle SuperSonics,1998,0.744,7.17,-0.84,6.33,111.6,103.6,89.8,0.327,0.243,0.558,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223
449,Indiana Pacers,1998,0.72,6.09,0.16,6.25,108.4,101.6,87.9,0.343,0.165,0.55,0.502,14.0,27.9,0.262,0.453,14.4,67.8,0.236
450,Utah Jazz,1998,0.72,6.54,-0.81,5.73,112.7,105.4,89.2,0.433,0.11,0.569,0.51,14.8,32.3,0.334,0.471,13.5,71.0,0.271
451,Miami Heat,1998,0.683,4.93,0.16,5.09,107.6,102.0,87.9,0.329,0.244,0.538,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257
452,Phoenix Suns,1998,0.683,5.18,-0.75,4.44,107.4,101.8,91.4,0.29,0.18,0.54,0.5,14.0,29.7,0.217,0.471,15.3,70.0,0.227
453,Atlanta Hawks,1998,0.622,3.51,0.34,3.85,108.2,104.3,87.7,0.364,0.16,0.533,0.481,14.1,33.9,0.275,0.468,13.0,69.1,0.194
454,San Antonio Spurs,1998,0.646,3.99,-0.69,3.3,103.8,99.4,88.4,0.35,0.139,0.531,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218
455,Cleveland Cavaliers,1998,0.598,2.73,0.33,3.06,102.2,99.1,89.9,0.352,0.129,0.529,0.478,16.5,30.0,0.266,0.46,16.8,71.1,0.264
456,New York Knicks,1998,0.598,2.46,0.28,2.74,103.0,100.3,88.2,0.283,0.178,0.521,0.476,14.7,29.5,0.218,0.455,14.7,74.0,0.282
457,Charlotte Hornets,1998,0.573,2.0,0.45,2.45,107.5,105.3,89.4,0.345,0.142,0.542,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224
458,Detroit Pistons,1998,0.561,1.57,0.37,1.95,105.3,103.5,88.2,0.359,0.147,0.523,0.472,14.0,30.9,0.267,0.474,14.8,70.2,0.243
459,New Jersey Nets,1998,0.561,1.57,0.31,1.88,108.3,106.6,91.0,0.339,0.135,0.513,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258
460,Washington Wizards,1998,0.524,0.59,0.53,1.11,105.2,104.5,91.8,0.317,0.139,0.513,0.476,13.0,31.2,0.219,0.481,15.1,69.5,0.248
461,Portland Trail Blazers,1998,0.549,1.4,-0.57,0.83,104.0,102.4,90.0,0.348,0.164,0.524,0.476,15.8,33.0,0.256,0.46,13.4,71.4,0.249
462,Minnesota Timberwolves,1998,0.524,0.71,-0.54,0.17,107.8,107.1,92.6,0.329,0.128,0.529,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24
463,Orlando Magic,1998,0.463,-1.07,0.54,-0.53,102.6,103.8,87.1,0.331,0.141,0.499,0.452,14.5,34.2,0.24,0.478,14.8,66.9,0.202
464,Houston Rockets,1998,0.476,-0.76,-0.47,-1.23,107.7,108.6,91.0,0.326,0.256,0.544,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208
465,Milwaukee Bucks,1998,0.427,-1.91,0.58,-1.33,103.5,105.6,90.2,0.339,0.11,0.527,0.475,15.8,31.4,0.26,0.485,15.5,69.1,0.282
466,Philadelphia 76ers,1998,0.415,-2.39,0.5,-1.89,102.8,105.4,90.4,0.367,0.126,0.514,0.462,15.4,32.5,0.271,0.481,15.1,67.3,0.256
467,Boston Celtics,1998,0.402,-2.62,0.66,-1.96,102.6,105.4,93.3,0.283,0.18,0.504,0.464,14.6,32.8,0.206,0.504,19.0,66.8,0.343
468,Sacramento Kings,1998,0.305,-5.59,-0.25,-5.83,100.8,106.9,92.1,0.314,0.121,0.502,0.464,14.3,30.2,0.215,0.482,14.0,66.6,0.23
469,Dallas Mavericks,1998,0.293,-6.11,-0.22,-6.33,100.5,107.2,89.9,0.257,0.175,0.498,0.458,13.6,27.6,0.194,0.488,14.0,65.1,0.195
470,Vancouver Grizzlies,1998,0.268,-7.3,-0.17,-7.47,104.1,112.0,92.1,0.327,0.137,0.527,0.482,15.8,31.5,0.242,0.507,13.0,66.9,0.24
471,Los Angeles Clippers,1998,0.256,-7.37,-0.16,-7.53,103.3,111.2,92.4,0.306,0.219,0.518,0.477,14.8,29.6,0.221,0.498,12.9,66.1,0.243
472,Toronto Raptors,1998,0.207,-9.27,0.94,-8.33,101.2,111.0,92.6,0.302,0.159,0.504,0.462,15.1,32.1,0.217,0.508,14.9,62.9,0.235
473,Golden State Warriors,1998,0.207,-9.12,-0.08,-9.2,95.8,105.7,91.4,0.278,0.101,0.468,0.427,15.1,33.7,0.197,0.469,13.0,68.6,0.247
474,Denver Nuggets,1998,0.146,-11.78,0.04,-11.74,99.0,112.1,89.7,0.335,0.139,0.496,0.44,15.1,30.2,0.259,0.506,14.3,66.3,0.285
476,San Antonio Spurs,1999,0.78,8.06,-0.94,7.12,104.0,95.0,88.6,0.371,0.137,0.523,0.479,14.6,30.4,0.259,0.423,13.8,69.5,0.198
477,Portland Trail Blazers,1999,0.72,6.36,-0.69,5.67,104.8,97.7,89.2,0.341,0.171,0.521,0.473,14.5,31.8,0.253,0.445,14.9,71.8,0.233
478,Utah Jazz,1999,0.74,6.52,-0.99,5.54,105.8,98.4,87.0,0.417,0.107,0.545,0.485,16.0,30.0,0.32,0.441,14.4,70.4,0.242
479,Miami Heat,1999,0.7,4.96,0.15,5.11,104.7,98.9,84.8,0.354,0.226,0.54,0.494,15.3,27.3,0.26,0.439,13.6,71.0,0.226
480,Detroit Pistons,1999,0.64,3.42,0.55,3.97,104.2,100.3,86.3,0.345,0.183,0.528,0.48,15.6,30.5,0.256,0.468,15.4,72.0,0.259
481,Indiana Pacers,1999,0.64,3.74,0.12,3.86,108.7,104.4,86.4,0.318,0.207,0.537,0.486,12.8,28.7,0.253,0.46,12.7,69.9,0.236
482,Orlando Magic,1999,0.6,2.6,0.51,3.11,100.3,97.4,88.8,0.318,0.171,0.498,0.456,15.4,32.6,0.222,0.473,16.7,70.8,0.181
483,Atlanta Hawks,1999,0.62,2.9,-0.08,2.82,100.5,97.1,85.3,0.378,0.171,0.492,0.436,14.5,33.1,0.277,0.437,13.4,72.1,0.202
484,Los Angeles Lakers,1999,0.6,3.02,-0.35,2.68,107.6,104.3,91.6,0.382,0.174,0.538,0.498,14.1,30.6,0.261,0.468,13.3,70.2,0.267
485,Philadelphia 76ers,1999,0.58,2.06,0.5,2.56,99.9,97.6,88.6,0.383,0.096,0.494,0.439,15.3,34.2,0.276,0.454,17.1,69.8,0.249
486,Phoenix Suns,1999,0.58,2.26,-0.11,2.15,105.8,103.3,90.0,0.303,0.175,0.526,0.481,13.0,28.4,0.231,0.485,15.4,69.8,0.216
487,Milwaukee Bucks,1999,0.56,1.66,0.0,1.66,104.9,103.0,87.0,0.303,0.162,0.53,0.489,14.3,29.0,0.222,0.463,16.0,67.6,0.275
488,New York Knicks,1999,0.54,1.02,0.43,1.45,98.6,97.5,86.9,0.329,0.159,0.509,0.463,15.9,27.9,0.241,0.434,14.9,71.0,0.258
